"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
37d1fe69,,12,
b8bbc92e,query,47,285.950
38a7f199,query,17,483.225
38f57621,explore,153,131.510
384bd788,explore,22,115.260
b86d5dbd,explore,128,98.286
37e48182,,70,
359b733f,welcome,7,22.273
38e8f839,welcome,48,39.679
38563a7f,query,26,342.805
b912f9b2,explore,178,99.475
b867dc5a,query,145,373.722
b8c8a3e0,,42,
38cd9330,welcome,7,38.976
38362dc7,query,279,374.807
3831c504,query,45,302.515
b80eb039,explore,134,63.622
b8be6444,query,17,362.543
b875edba,index,28,32.709
b93cb6bd,explore,69,138.604
b9329f10,welcome,7,13.024
38ac9e6f,explore,293,177.560
b7f001d1,index,21,56.998
38916f1a,query,17,322.284
38563a7f,explore,46,82.085
b804cee1,welcome,69,27.946
390bfc6f,explore,22,72.931
b90d573c,explore,302,144.129
b84abd42,query,167,352.354
3715e55a,welcome,7,30.010
b8c9bf27,welcome,17,28.592
b5b3a0cd,,56,
39946190,explore,76,58.291
b7096a1b,explore,89,111.043
b91ca70c,explore,46,158.193
39769f6a,explore,177,87.753
391aba67,query,140,361.410
b8419b59,index,4,43.795
b8986c50,welcome,15,28.939
3874ae7f,explore,245,206.763
b79aa74c,welcome,142,11.224
b8d33c36,query,56,452.589
35f8c3c6,explore,144,55.992
b7c0e8b3,,82,
b911a261,index,17,67.285
38bad002,query,66,320.297
b659c57c,welcome,79,36.066
37b33c75,query,30,440.566
b891eb71,welcome,62,37.737
b9691e6e,query,65,429.080
b6032e7d,explore,140,117.560
388dafc8,welcome,7,39.122
37f8dca3,welcome,26,29.707
38b75cdf,query,330,325.904
359b733f,query,28,387.113
38e8f839,explore,26,35.547
38697116,welcome,25,36.577
b91dcf06,query,37,460.038
b96586a1,query,17,484.890
b7f27ed9,query,25,347.442
38505b86,explore,43,72.885
b823c5dd,query,59,414.219
b5b3a0cd,,24,
38edceae,query,81,395.960
b93a2185,query,44,561.233
b86e62d2,query,38,395.007
381e19e6,query,76,381.787
342ebe5e,explore,56,61.937
386c9c39,query,123,404.450
37b3e1af,query,204,419.322
b891eb71,explore,377,128.542
b7f001d1,,26,
b8cfe070,index,18,26.179
37d549f5,explore,22,72.099
b89a2926,query,48,489.996
37c357dc,query,142,464.605
3924915d,index,11,35.425
b9329f10,explore,49,75.061
b8cc43ac,explore,90,102.003
38505b86,index,22,34.400
b943b405,welcome,48,38.100
b92cf46d,welcome,28,29.100
38f6f67d,,202,
b8ef90e3,,131,
b5a47725,,65,
b88631a8,index,4,1.451
37625f95,explore,100,12.738
b7681b4d,index,6,56.056
382cdde5,query,35,377.179
381e9490,query,111,321.989
b9001574,explore,349,111.853
38ec0790,,127,
38257669,welcome,133,35.720
b7e37343,index,4,46.648
b84abd42,query,234,319.775
38362dc7,query,34,314.968
38c373ed,welcome,7,35.347
b929d638,welcome,17,24.444
b9342036,query,32,420.302
b8808ae4,,21,
36900b7e,welcome,71,40.641
b818fcb7,query,41,415.938
b7d66c06,query,59,387.764
b8a1cb67,explore,43,125.666
38b75cdf,explore,22,109.231
390b2f2f,query,133,437.087
38a906dd,index,26,57.214
37ac3bea,,13,
b86d5dbd,welcome,58,18.402
384ca519,query,17,350.777
38c79ea2,,135,
b887e1af,,16,
38d5f87c,explore,72,44.987
b7ab0e84,index,6,56.843
381e19e6,query,45,449.959
37c1f52a,query,17,482.888
387598a7,explore,22,90.719
b8948bbd,welcome,56,32.782
b8419b59,explore,54,96.526
36df5f4d,index,23,46.314
b818fcb7,explore,77,107.061
363a51ea,explore,69,89.584
b91f1cf5,query,68,320.728
389cc83d,index,9,66.490
b9033768,query,81,202.996
b8382c2e,query,74,340.594
b96586a1,explore,33,80.972
b787821d,welcome,14,28.144
38c1a11e,query,56,346.479
3711ba7f,welcome,7,26.332
3807084e,index,31,53.231
b96586a1,index,14,67.390
b7d5ed7a,explore,496,107.107
38e8133d,welcome,7,26.512
38db6d7a,welcome,22,27.175
b7d66c06,query,95,365.146
395f2209,explore,139,99.029
37ad6b5d,,88,
38b94579,welcome,167,23.102
b86d5dbd,query,32,310.425
38d230de,welcome,20,40.382
37d0b1aa,explore,42,177.730
b8425e7c,index,36,57.704
b84aefa1,query,171,452.761
b90b86fa,,10,
b7096a1b,query,204,431.449
363a51ea,explore,423,120.659
b8e095e6,query,60,269.738
38c25a91,index,29,26.262
359b733f,index,11,39.476
37d722c7,query,35,340.577
b601d89f,welcome,16,30.446
3910d2e4,explore,25,144.753
b7d5ed7a,query,66,330.631
b7481af2,query,44,405.916
3828a5b7,explore,136,96.331
b5a47725,explore,22,80.492
38011cf5,query,271,342.981
394d0a93,,10,
b912f9b2,welcome,36,38.057
3831c504,query,34,376.245
b84b1ec3,query,143,361.217
37ff412a,query,331,345.076
38257669,,10,
390b2f2f,query,17,378.945
37bea6f2,query,107,394.416
37b33c75,welcome,17,28.339
391a5492,query,17,402.224
b84aefa1,explore,86,95.165
38caddaf,query,17,430.572
38e1bb0f,query,239,395.333
36900b7e,explore,28,68.862
38f6f67d,query,42,377.259
38c25a91,explore,60,122.003
3924915d,welcome,17,20.683
b98bba62,query,643,501.315
38697116,query,25,416.672
393dfc60,explore,36,150.661
b7112974,query,58,414.442
b8bb093a,query,90,383.851
b82434b6,query,39,461.942
b8fa8577,query,41,256.210
38a906dd,explore,72,131.931
388a2967,query,23,392.068
b887e1af,explore,22,61.982
382e7d35,welcome,39,38.524
b93becd3,query,373,272.600
38b8786a,query,214,369.588
38902478,query,119,372.732
38362dc7,query,220,484.393
b601d89f,explore,124,84.739
3915c65c,query,191,433.214
38ef1e28,index,4,59.727
b90fff3f,,15,
b912f9b2,welcome,71,38.973
b8c01be8,query,36,321.963
37d549f5,query,51,339.040
b8e095e6,explore,151,81.339
390b2f2f,explore,22,86.154
b7f001d1,query,84,405.165
39065b99,index,10,38.401
3950974b,query,424,297.223
38916f1a,query,45,332.502
35c181e1,welcome,7,34.316
b90998fb,welcome,69,31.823
b91f1cf5,welcome,8,24.594
b7d8daa1,index,4,56.670
b9810c54,query,17,459.481
b8c4aed5,index,4,55.923
390d47b7,,80,
38caddaf,welcome,36,6.960
b92ac6bf,explore,29,131.344
3831c504,query,32,529.845
b8fec97d,welcome,11,36.600
b8d33c36,welcome,63,25.860
b90bbb27,explore,65,127.248
37d722c7,query,55,325.388
37b3e1af,welcome,7,31.605
38ec0790,explore,48,89.873
384246ca,query,447,385.940
b894aeb7,query,50,417.572
3924915d,query,234,461.593
b883ec2a,explore,277,96.185
b84594ca,query,28,361.532
b96586a1,explore,73,195.367
391a72ed,explore,25,140.919
b926e20c,query,74,410.845
b91f1cf5,query,17,397.452
b8b1e3af,explore,42,77.548
b8fa8577,explore,25,215.275
b804cee1,query,72,401.454
b8a7b3e1,query,25,375.796
35af9b86,index,4,57.923
3807084e,query,67,333.944
359b733f,welcome,7,25.542
b8fa8577,query,251,447.177
389cc83d,query,34,496.830
b8c9bf27,query,74,391.087
b779a771,explore,95,98.833
38e8133d,explore,64,125.262
b90b6149,query,21,278.432
b7f72be4,query,180,349.091
38d64a2e,explore,24,71.245
381e19e6,explore,213,64.692
b8aeaf23,query,17,348.557
b823c5dd,welcome,11,16.707
38ec0790,query,17,410.858
38aa93e0,query,103,469.839
38a654ac,query,51,433.744
b5a47725,explore,50,109.200
b8a687ac,query,58,305.779
389f1851,explore,22,60.996
3871c9ff,query,17,408.241
34ee03b8,query,92,316.913
363a51ea,query,20,492.164
38841a01,explore,44,88.498
37b77952,explore,189,178.085
b8948bbd,welcome,56,33.835
b8e95904,explore,324,29.006
b90d7af7,explore,125,141.362
38d3372b,query,49,454.573
b8856ddc,welcome,13,22.531
b89a2926,query,109,364.227
b7d66c06,explore,22,79.192
b8948bbd,welcome,9,33.710
b8aeaf23,welcome,125,39.916
388853bd,explore,22,70.090
b84594ca,explore,113,165.154
39491dc0,query,210,322.672
b8877362,explore,120,86.543
b8948bbd,,29,
38563a7f,query,129,355.484
38a8053a,explore,51,143.930
b8c01be8,explore,176,145.718
b8a5da63,index,38,65.308
3915c65c,welcome,80,34.791
b8ca5cd7,query,17,356.269
37b9d3d1,explore,250,150.723
37fb1a4f,query,37,354.729
38a906dd,query,69,408.730
37c1f52a,query,17,366.043
b89c9a7d,explore,52,64.065
b9810c54,explore,22,74.063
b8986c50,explore,243,104.389
38d3372b,welcome,7,37.393
b85e23f1,welcome,98,41.470
b7c0defa,query,38,379.768
38a8053a,query,34,467.023
35fec392,welcome,30,28.221
384bd788,,53,
b8aa3018,query,128,352.391
38c25a91,query,409,310.400
38c76558,query,25,427.215
b81c56df,query,51,281.941
b7f3e9fd,explore,93,42.444
b80cd3d8,,13,
b8cc43ac,explore,337,104.623
387598a7,query,62,311.051
38ca5ce9,query,19,421.677
3874ae7f,query,17,398.546
b9342036,query,317,498.450
3950974b,explore,87,126.588
b8fec97d,explore,111,82.634
39946190,explore,22,179.099
b867dc5a,query,58,371.074
388ec167,query,56,452.209
37ff412a,explore,148,184.097
382e7d35,welcome,14,35.091
36955bd2,index,9,41.279
b897ffb8,query,311,401.224
37116eb3,query,17,425.873
b8a5da63,query,17,342.218
b86d5dbd,explore,92,38.744
b7e15902,welcome,26,40.310
b8975ca1,index,4,49.779
38d55191,query,17,298.354
b81d2775,query,38,249.257
38bad002,,58,
388a2967,query,176,260.580
3830dba8,welcome,48,29.769
38114720,welcome,66,40.913
b88631a8,query,63,485.068
36b84dc0,query,42,215.386
3924915d,index,9,70.842
b84b1ec3,index,49,44.217
b93a2185,welcome,23,13.665
35f8c3c6,query,43,440.945
39210a9f,explore,81,63.976
358c9a0c,query,120,326.927
37d1fe69,query,38,321.069
b96586a1,query,17,434.559
b818fcb7,query,29,354.701
b8a687ac,,10,
37625f95,welcome,7,26.600
37ff412a,query,180,384.930
b84b1ec3,explore,73,96.474
b8b7f4ed,query,105,314.411
38a6eb8d,explore,22,93.876
38a654ac,explore,226,153.494
b601d89f,welcome,25,35.851
37bea6f2,query,51,368.389
37874df2,explore,96,103.072
35c181e1,explore,85,83.133
b62ec66f,welcome,77,27.890
39210a9f,welcome,10,34.558
b929d638,query,321,337.345
38841a01,query,17,364.391
b88d3fab,explore,75,109.637
386b32b6,query,210,426.536
b8948bbd,query,151,357.708
b926e20c,query,102,384.034
38fa725b,query,31,374.164
b943b405,,10,
b7d0234d,query,56,350.678
38b1d420,query,31,317.500
b7d0234d,explore,414,163.413
b8cc43ac,welcome,7,37.032
3715e55a,query,241,412.566
b8a5da63,welcome,7,43.411
b9159ef1,explore,536,144.323
b7b8836b,query,114,340.277
b81c56df,explore,47,121.849
38caddaf,explore,22,117.957
b5a1784c,welcome,48,25.462
b8e12e6e,query,57,458.126
388853bd,query,26,363.406
b7e15902,query,33,424.256
38886257,query,63,353.050
38fa725b,index,30,35.572
b956c43b,,73,
b7e15902,welcome,84,31.313
b907939e,query,17,432.427
3905a421,welcome,26,37.151
3786d738,,11,
b8d7325b,query,17,353.295
38e0d141,welcome,7,30.716
37d549f5,explore,616,124.625
b929d638,explore,169,104.032
b99795ae,welcome,10,28.927
b806dd03,,10,
36e6f771,,16,
b90615ce,,43,
37bea6f2,welcome,58,46.959
b92ac6bf,,10,
b818a1d2,explore,81,85.333
b905f723,,17,
38a6eb8d,,137,
381e19e6,welcome,11,38.350
35f8c3c6,explore,37,46.688
b8cac1a5,explore,47,69.402
388853bd,explore,58,22.676
b7f001d1,query,78,518.989
39044f87,query,119,373.760
39946190,explore,393,78.121
384bd788,welcome,44,34.235
b8e95904,query,132,361.317
3831c504,query,112,394.377
b7f27ed9,query,60,495.316
39069c3a,explore,38,151.124
391a72ed,explore,115,159.477
b8a5da63,query,331,280.457
b8793ac8,explore,186,135.154
38d55191,welcome,48,31.779
b7d66c06,welcome,16,25.677
b8e809a5,query,26,265.452
38c1a11e,query,380,369.853
3830dba8,query,21,379.166
38697116,index,17,58.814
b887e1af,welcome,30,27.161
b9159ef1,query,17,384.747
b85d47a6,query,116,330.516
b98ebec4,welcome,7,25.357
b841c8dc,welcome,34,29.750
b806dd03,query,103,331.169
38d3372b,query,227,313.032
b914fb40,,58,
b81c56df,explore,22,116.602
b9649b34,query,102,350.316
3828a5b7,query,294,478.933
b80cd3d8,explore,49,53.046
b878fc6f,query,54,281.869
b86d5dbd,explore,22,99.020
b9649b34,welcome,57,28.148
b8fec97d,,120,
b86e62d2,explore,157,143.671
383cd1a5,,16,
38b8786a,query,80,317.283
b8bc1a7b,,54,
b88631a8,query,214,273.174
b8f4d4c6,welcome,10,28.561
b93a2185,welcome,47,16.442
b7f3e9fd,query,17,386.640
b8be6444,query,17,242.737
37ac3bea,welcome,43,21.566
b7d5ed7a,welcome,31,38.051
3786d738,,10,
381e9490,query,46,417.560
38e60b8d,index,14,45.704
b8447d62,query,108,343.878
b94586d6,welcome,7,13.187
b841c8dc,explore,58,98.494
b8382c2e,welcome,42,29.236
38b75cdf,query,342,400.349
b90615ce,,22,
393dfc60,explore,291,97.247
386c9c39,query,144,351.933
36955bd2,,10,
38f26f07,explore,120,103.718
391a5492,index,9,27.588
b8c8a3e0,query,21,381.607
384246ca,query,21,353.337
b8e2116b,explore,63,42.231
386b32b6,index,14,65.119
b82434b6,query,54,262.498
38c76558,explore,87,65.817
3910d2e4,query,41,408.016
b8856ddc,index,18,24.224
359b733f,query,28,341.286
3815097f,index,18,57.546
37874df2,explore,22,70.694
b89c9a7d,explore,60,128.728
b8ca5cd7,welcome,22,31.501
b8793ac8,query,36,388.132
383cd1a5,explore,56,146.790
3935a21e,explore,107,80.853
b90d7af7,explore,84,198.774
b9599a64,query,123,354.190
374c2ca8,query,97,422.226
b90d573c,,26,
b8a1cb67,welcome,14,22.244
b7481af2,explore,22,183.196
b7f001d1,explore,86,95.322
3786d738,,48,
b8b84ca8,explore,79,150.548
b8a9be6c,welcome,12,33.666
b8948bbd,welcome,78,22.055
3745cf59,explore,84,38.177
b8ca5cd7,query,232,358.741
b914fb40,,10,
b82434b6,query,96,375.350
b8041265,explore,229,140.950
381057b5,explore,140,150.637
398a653a,explore,323,138.009
b7c0defa,query,37,458.713
38e60b8d,explore,359,87.148
b86d5dbd,query,108,412.834
b917e5cd,explore,26,100.057
b8653385,query,25,433.006
374c2ca8,query,31,410.438
b905f723,query,17,316.360
b841c8dc,welcome,56,24.077
b93becd3,query,25,488.141
b8c9bf27,welcome,22,32.847
3786d738,explore,35,133.533
36954c40,query,60,268.130
b9342036,explore,175,87.082
398ebab9,welcome,25,36.659
b8169bb5,,46,
b90eaa9e,query,17,405.064
b8e2116b,welcome,20,34.438
b943b405,query,120,516.146
39065b99,explore,201,192.924
b7112974,welcome,8,26.091
b7d8daa1,query,645,333.029
b89a2926,query,17,330.899
b659c57c,welcome,33,29.833
b8653385,welcome,38,35.523
b8837647,explore,83,135.124
38b0092b,query,138,372.485
b91f1cf5,explore,38,121.879
37e48182,query,91,340.164
b7c0defa,explore,22,203.812
38cc2669,index,8,28.491
37fc47bb,index,26,73.585
b8877362,query,176,428.895
b85d47a6,index,5,48.100
38e1271f,explore,34,129.141
b9441603,explore,398,85.053
b8986c50,index,4,56.011
b9176de7,explore,96,87.110
38156a17,welcome,53,42.221
b5b3a0cd,welcome,12,35.830
38902478,explore,37,122.268
b91dcf06,index,23,21.256
34ee03b8,query,43,452.066
37d1fe69,query,28,373.437
b89767e9,welcome,23,37.469
391ca174,explore,273,89.457
37b718a2,query,38,296.725
b9033768,explore,22,149.703
378f49a4,query,88,445.313
38e4b42d,welcome,24,31.008
b9159ef1,welcome,7,49.531
390bfc6f,,148,
359b733f,welcome,80,31.714
393d4bde,welcome,59,37.282
b7112974,explore,46,5.183
38f26f07,index,5,55.085
b779a771,explore,22,130.458
b8419b59,welcome,70,27.593
b7e15902,explore,53,30.233
b7e15902,welcome,7,25.411
3745cf59,query,104,405.754
b93990cd,explore,22,105.550
b90b6149,index,4,37.005
38a8053a,explore,292,132.181
38c1a11e,query,28,478.134
b897ffb8,index,4,46.271
b8653385,query,21,348.665
b84d68fe,explore,59,124.028
3898c996,query,131,481.612
b89a2926,query,35,421.692
384bd788,explore,174,174.752
b8877362,explore,22,83.385
39491dc0,query,107,344.824
37f8dca3,explore,49,122.086
38114720,query,17,378.185
b8948bbd,index,25,24.397
384ca519,query,21,420.074
38ca5ce9,,12,
3872fffb,query,180,468.863
b841c8dc,query,260,355.134
37fc47bb,,27,
38caddaf,query,120,406.151
3711ba7f,query,126,428.580
38563a7f,,43,
38e8133d,query,38,340.651
37625f95,query,88,381.404
3925ba95,welcome,7,38.942
b7f27ed9,welcome,31,35.113
38362dc7,query,28,375.673
b89e1d64,query,17,416.007
b81d2775,welcome,69,27.929
39413b27,welcome,35,23.692
38fa725b,explore,143,87.146
b8419b59,explore,185,93.444
3715e55a,query,17,446.265
b7b8836b,explore,25,171.186
35fec392,explore,263,122.091
b726a7b0,query,69,392.847
b8c6bc84,welcome,73,31.429
37d1fe69,query,163,409.627
b907939e,welcome,52,28.187
391aba67,explore,72,93.240
386b32b6,explore,110,141.843
3786d738,query,17,310.696
391aba67,query,87,307.513
b90eaa9e,query,249,449.016
38cc2669,explore,60,62.828
38886257,index,41,66.827
38b1d420,,10,
b871bf8d,query,23,463.273
39413b27,index,16,49.670
38b75cdf,welcome,61,42.283
393dfc60,query,432,402.571
b8122da4,query,47,235.342
38d3372b,,43,
382e7d35,query,44,442.290
b8c6bc84,,61,
381e9490,welcome,7,29.627
b85d47a6,welcome,62,27.448
378f49a4,welcome,37,25.066
38d64a2e,explore,27,151.593
b8d33c36,,18,
b93cb6bd,index,5,59.809
b79aa74c,query,17,370.428
b8817b4a,query,17,437.924
37d0b1aa,,16,
38cd9330,welcome,31,39.913
3871c9ff,query,146,355.538
b92cf46d,explore,146,135.706
389f1851,explore,148,131.312
b90dcc0e,query,106,362.853
38ca5ce9,query,182,395.688
b8a7b3e1,query,34,426.986
389f1851,explore,277,184.702
38ef1e28,welcome,56,18.078
b8688818,welcome,74,39.140
38caddaf,explore,496,165.643
38aa9764,query,98,403.917
b5503f5d,index,4,43.480
b93990cd,welcome,7,33.389
38965f23,query,177,346.679
b843e013,query,88,377.236
b8793ac8,explore,77,111.577
37ff412a,,25,
38b75cdf,explore,98,78.881
3715e55a,welcome,72,31.775
38f48a17,index,24,61.509
b8ef90e3,explore,145,186.804
b897ffb8,query,17,324.217
b914fb40,index,23,53.850
37f8dca3,explore,81,144.673
38965f23,welcome,39,28.188
3874ae7f,index,73,36.228
39491dc0,query,82,361.440
b8382c2e,query,185,362.886
b8bc1a7b,welcome,7,38.119
38932b0c,welcome,69,14.007
384246ca,query,21,437.413
38b0092b,welcome,7,25.717
b94586d6,index,6,27.682
391a5492,explore,140,79.673
b8cc43ac,,10,
3909104a,query,448,438.501
b8e95904,query,17,327.940
386c9c39,query,61,428.782
37e48182,index,14,33.263
b8a12480,welcome,48,46.252
38a7e8b2,welcome,39,25.499
36df5f4d,explore,90,121.949
b8be6444,query,34,393.060
37d549f5,welcome,7,30.278
b78fbcf0,welcome,22,19.909
39044f87,welcome,34,25.712
3925ba95,index,59,55.554
b8a5da63,query,194,332.058
38cd9330,query,38,311.479
37d0b1aa,query,41,451.288
b8382c2e,explore,225,118.737
37c4e20d,welcome,70,28.689
382cdde5,welcome,26,32.971
b8986c50,query,322,399.227
b5a47725,welcome,132,14.552
b914fb40,explore,33,54.533
b8658d44,explore,68,86.726
3830dba8,explore,129,33.534
38362dc7,query,42,482.928
b90d7af7,explore,76,111.114
b878fc6f,explore,106,58.797
39413b27,query,89,340.214
b8041265,explore,132,125.928
b726a7b0,explore,22,116.721
38d55191,explore,82,52.830
38f48a17,query,17,367.261
38ef1e28,welcome,49,18.722
b916f5ba,query,28,462.719
35fec392,query,38,399.405
b9691e6e,,10,
b8877362,welcome,47,38.113
38abd294,welcome,19,24.507
37b3e1af,query,17,377.694
38bad002,query,214,252.036
b8d7325b,query,111,411.235
38965f23,explore,195,144.660
38e8f839,query,63,319.527
b93becd3,query,22,309.694
38d5f87c,query,17,294.569
3924915d,explore,67,153.751
3915c65c,explore,22,179.402
3905a421,welcome,12,33.591
3812d36d,,18,
b8447d62,index,26,71.947
3886df93,explore,22,135.736
b92ac6bf,,45,
38d55191,query,37,527.597
b94586d6,query,70,420.151
b7681b4d,query,41,298.689
38c79ea2,query,133,386.841
38d64a2e,explore,22,81.012
b81d2775,explore,114,76.632
3812d36d,query,17,211.589
b8b7f4ed,explore,22,102.833
b897ffb8,explore,22,151.041
3950974b,welcome,8,19.546
b8e12e6e,welcome,17,41.724
3915c65c,query,17,407.502
382e7d35,query,96,437.591
38e1bb0f,query,59,306.226
b7481af2,query,103,396.684
b8bbc92e,explore,50,46.604
38abd294,,23,
b914fb40,explore,318,122.262
3786d738,query,17,434.755
38b8786a,welcome,29,44.896
b887e1af,query,42,331.587
b84594ca,explore,22,66.317
b8b7f4ed,query,21,368.551
38ca5ce9,welcome,7,33.913
3786d738,explore,154,153.624
b80eb039,explore,69,112.482
b8a3e272,index,13,78.660
b8aeaf23,explore,72,95.492
b8e2116b,explore,101,38.865
38c1a11e,query,21,216.210
38cd9330,query,47,410.953
b8bb093a,query,82,339.283
3830dba8,explore,70,40.727
b78fbcf0,query,205,411.064
b8bbc92e,explore,679,120.811
37fc47bb,query,199,365.491
b7f3e9fd,explore,53,111.388
3831c504,,37,
b8a3e272,index,4,34.051
39491dc0,,13,
37fc47bb,query,155,472.567
36b84dc0,explore,119,123.490
b7c0defa,welcome,80,37.460
38257669,index,43,23.669
35c181e1,,10,
38a654ac,query,17,309.348
b726a7b0,welcome,43,33.811
b9441603,explore,88,30.899
b80eb039,,87,
38d230de,explore,24,159.297
3910d2e4,query,86,408.820
37b3e1af,index,27,58.244
b7681b4d,query,50,405.936
b8e95904,explore,104,135.701
b8a4310c,explore,22,56.126
386c9c39,index,6,26.935
394d0a93,query,193,315.495
b988c693,query,17,196.739
3905a421,,14,
38c76558,query,65,463.642
38b947b1,welcome,11,26.446
b823c5dd,explore,230,90.125
b659c57c,explore,22,91.642
b84abd42,explore,100,134.865
b90dcc0e,query,17,340.873
35f8c3c6,query,106,430.365
b959f35a,query,17,330.973
39210a9f,query,89,442.787
38d55191,explore,56,129.088
b8122da4,index,4,49.001
b8f4d4c6,query,121,429.119
384246ca,query,234,348.652
391aba67,explore,161,103.821
38f48a17,query,17,410.423
b8f78219,explore,46,116.754
37b77952,,10,
37f8dca3,welcome,103,21.353
b8b84ca8,query,21,450.511
b78fbcf0,explore,121,128.033
b8c6bc84,index,17,42.585
b841c8dc,query,161,382.098
b8975ca1,query,228,381.129
b601d89f,query,25,345.500
38e4b42d,welcome,7,28.462
b99795ae,query,35,396.350
b943b405,explore,24,100.680
b84d68fe,query,234,383.465
391a72ed,welcome,18,19.738
38aa93e0,query,115,372.718
3872fffb,query,17,393.265
b95144b9,query,62,320.395
38ef1e28,explore,129,127.694
b80cd3d8,query,35,409.363
b8425e7c,query,32,381.534
b8d7325b,query,24,210.215
b8419b59,explore,99,58.589
384bd788,explore,37,105.372
39069c3a,welcome,58,26.050
36954c40,query,118,417.191
383cd1a5,,86,
b8aeaf23,explore,89,20.500
b90b6149,index,76,56.502
38a906dd,query,17,411.117
38a7f199,query,99,290.070
37d1fe69,query,109,354.111
b8f4d4c6,welcome,86,17.350
